model,outcome,horizon,n,event,partial_r2,excluded_instrument_wald_F_hc3,excluded_instrument_wald_chi2_hc3,relevance_p_value_hc3,excluded_instrument_wald_chi2,excluded_instrument_wald_F,excluded_instrument_df,relevance_p_value,diagnostic_type
joint,lwti,11,426,military_conflict,0.380556445052,33.331273045,99.9938191349,1.55892264184e-21,113.010056539,37.6700188465,3,2.46870870276e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,11,426,diplomatic_tension,0.768780621461,142.331793302,426.995379905,3.14265385868e-92,471.909640569,157.303213523,3,5.83324802207e-102,joint excluded-instrument relevance; not conditional strength
joint,lwti,11,426,nuclear_threat,0.544229936502,44.3931248011,133.179374403,1.11647720287e-28,151.38376094,50.4612536467,3,1.32511822113e-32,joint excluded-instrument relevance; not conditional strength
joint,lwti,12,425,military_conflict,0.380535569786,33.2984872243,99.8954616729,1.63671503053e-21,112.907813019,37.635937673,3,2.59703970203e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,12,425,diplomatic_tension,0.768831532197,142.665130337,427.995391011,1.90832568091e-92,473.181232256,157.727077419,3,3.09292713714e-102,joint excluded-instrument relevance; not conditional strength
joint,lwti,12,425,nuclear_threat,0.544704937721,44.5375947847,133.612784354,9.00391236312e-29,151.881008081,50.6270026936,3,1.03509845357e-32,joint excluded-instrument relevance; not conditional strength
joint,lwti,13,424,military_conflict,0.381672382809,33.2861619895,99.8584859684,1.6669532331e-21,112.911348264,37.637116088,3,2.59249305615e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,13,424,diplomatic_tension,0.768545107619,142.504952069,427.514856208,2.42524988931e-92,472.97363848,157.657879493,3,3.43046677562e-102,joint excluded-instrument relevance; not conditional strength
joint,lwti,13,424,nuclear_threat,0.546331753931,44.3666049295,133.099814788,1.16144368664e-28,151.371543541,50.4571811802,3,1.33318464168e-32,joint excluded-instrument relevance; not conditional strength
joint,lwti,14,423,military_conflict,0.383260792528,32.2694352367,96.8083057101,7.54498682103e-21,109.658286037,36.5527620122,3,1.29979289759e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,14,423,diplomatic_tension,0.770637199135,143.975120759,431.925362277,2.68686419142e-93,480.481365106,160.160455035,3,8.09984378736e-104,joint excluded-instrument relevance; not conditional strength
joint,lwti,14,423,nuclear_threat,0.548581869155,43.8265168584,131.479550575,2.59545657922e-28,149.676276136,49.8920920455,3,3.09456188725e-32,joint excluded-instrument relevance; not conditional strength
joint,lwti,15,422,military_conflict,0.378700525997,31.2272219159,93.6816657478,3.54499746728e-20,106.194222981,35.3980743271,3,7.23171575774e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,15,422,diplomatic_tension,0.771925685822,141.429404,424.288211999,1.21276297559e-91,473.389121057,157.796373686,3,2.78818887514e-102,joint excluded-instrument relevance; not conditional strength
joint,lwti,15,422,nuclear_threat,0.550835090342,43.994235347,131.982706041,2.02195758294e-28,150.156010273,50.0520034243,3,2.43843966302e-32,joint excluded-instrument relevance; not conditional strength
joint,lwti,16,421,military_conflict,0.378038091207,31.3149772185,93.9449316556,3.11204053492e-20,106.543624542,35.5145415141,3,6.08233032815e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,16,421,diplomatic_tension,0.77762086545,138.814146567,416.442439701,6.07337215233e-90,464.756896462,154.918965487,3,2.06921996786e-100,joint excluded-instrument relevance; not conditional strength
joint,lwti,16,421,nuclear_threat,0.551272961901,44.9766778049,134.930033415,4.68266966726e-29,153.465908993,51.1553029978,3,4.71031613363e-33,joint excluded-instrument relevance; not conditional strength
joint,lwti,17,420,military_conflict,0.378088996929,31.6853264641,95.0559793923,1.79591155747e-20,107.830808112,35.9436027039,3,3.21456335948e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,17,420,diplomatic_tension,0.777579372216,136.994840205,410.984520614,9.24168062891e-89,459.70480431,153.23493477,3,2.57330542659e-99,joint excluded-instrument relevance; not conditional strength
joint,lwti,17,420,nuclear_threat,0.551262047934,44.9191002565,134.75730077,5.10185150555e-29,153.297997732,51.0993325773,3,5.1200811805e-33,joint excluded-instrument relevance; not conditional strength
joint,lwti,18,419,military_conflict,0.377586638875,31.3661091647,94.0983274941,2.88458094813e-20,106.905775514,35.6352585046,3,5.08338887204e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,18,419,diplomatic_tension,0.807884976188,165.074594489,495.223783466,5.17293355723e-107,559.22275523,186.407585077,3,6.96351691081e-121,joint excluded-instrument relevance; not conditional strength
joint,lwti,18,419,nuclear_threat,0.552211480391,45.3055950057,135.916785017,2.86934322753e-29,154.510059273,51.5033530911,3,2.80394417914e-33,joint excluded-instrument relevance; not conditional strength
joint,lwti,19,418,military_conflict,0.379609748486,32.5528787461,97.6586362382,4.95304950246e-21,110.41087785,36.80362595,3,8.95178909122e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,19,418,diplomatic_tension,0.805720641632,174.975077493,524.925232479,1.89124521187e-113,589.197478583,196.399159528,3,2.2141083968e-127,joint excluded-instrument relevance; not conditional strength
joint,lwti,19,418,nuclear_threat,0.55235343179,45.9923047623,137.976914287,1.03193201505e-29,156.744363108,52.248121036,3,9.24005852528e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,20,417,military_conflict,0.379793014824,32.5420119352,97.6260358057,5.03362321019e-21,110.382927575,36.7943091917,3,9.07664101279e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,20,417,diplomatic_tension,0.804737944117,172.551504144,517.654512431,7.12110634064e-112,581.628897215,193.876299072,3,9.68049425929e-126,joint excluded-instrument relevance; not conditional strength
joint,lwti,20,417,nuclear_threat,0.55229175445,46.031632815,138.094898445,9.73226941586e-30,156.901330583,52.3004435275,3,8.54681483668e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,21,416,military_conflict,0.380158360329,32.5412140972,97.6236422916,5.03959028946e-21,110.416614625,36.8055382083,3,8.92637648359e-24,joint excluded-instrument relevance; not conditional strength
joint,lwti,21,416,diplomatic_tension,0.804880357597,172.212706369,516.638119107,1.18257675883e-111,580.584663085,193.528221028,3,1.63027631762e-125,joint excluded-instrument relevance; not conditional strength
joint,lwti,21,416,nuclear_threat,0.551735737382,45.9925586556,137.977675967,1.03154189573e-29,156.765007193,52.2550023975,3,9.14576747416e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,22,415,military_conflict,0.382588641404,32.2529107033,96.75873211,7.73239908839e-21,109.616408511,36.5388028369,3,1.32704692344e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,22,415,diplomatic_tension,0.803731722331,167.825039529,503.475118587,8.42473438572e-109,565.745034707,188.581678236,3,2.68560844388e-122,joint excluded-instrument relevance; not conditional strength
joint,lwti,22,415,nuclear_threat,0.552468300765,46.0484084139,138.145225242,9.49213263829e-30,156.95778397,52.3192613233,3,8.31041547844e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,23,414,military_conflict,0.379927533762,31.9863948488,95.9591845463,1.1485985973e-20,108.716802213,36.238934071,3,2.07241044562e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,23,414,diplomatic_tension,0.803264380329,166.665776881,499.997330642,4.77803223003e-108,561.650772776,187.216924259,3,2.07266324968e-121,joint excluded-instrument relevance; not conditional strength
joint,lwti,23,414,nuclear_threat,0.552199214815,46.0473831756,138.142149527,9.5066370839e-30,156.954775951,52.3182586505,3,8.32284506863e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,24,413,military_conflict,0.380253330636,31.9754895922,95.9264687765,1.16734673377e-20,108.688479531,36.2294931769,3,2.10169843149e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,24,413,diplomatic_tension,0.803276800133,165.871056642,497.613169926,1.57010690443e-107,559.192166974,186.397388991,3,7.07064372312e-121,joint excluded-instrument relevance; not conditional strength
joint,lwti,24,413,nuclear_threat,0.551899220777,45.992086355,137.976259065,1.03226772636e-29,156.792032682,52.2640108939,3,9.02378227868e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,25,412,military_conflict,0.378563663236,31.9749861159,95.9249583476,1.1682196526e-20,108.673078246,36.2243594153,3,2.11779796033e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,25,412,diplomatic_tension,0.802846161796,165.555232674,496.665698022,2.51917268404e-107,558.63887799,186.21295933,3,9.31944253383e-121,joint excluded-instrument relevance; not conditional strength
joint,lwti,25,412,nuclear_threat,0.55730064746,46.2394711347,138.718413404,7.14141004658e-30,157.835618967,52.6118729892,3,5.37278256709e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,26,411,military_conflict,0.378724284357,32.0139474873,96.0418424619,1.10256075968e-20,108.828292466,36.2760974887,3,1.96103145878e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,26,411,diplomatic_tension,0.803005536112,165.327358403,495.982075208,3.54329124931e-107,557.911110931,185.97037031,3,1.34011009646e-120,joint excluded-instrument relevance; not conditional strength
joint,lwti,26,411,nuclear_threat,0.558508244934,46.1719169148,138.515750744,7.89729962756e-30,157.723558238,52.5745194127,3,5.68042246778e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,27,410,military_conflict,0.378709451305,32.206017601,96.6180528031,8.28996660941e-21,109.54630674,36.51543558,3,1.37395414929e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,27,410,diplomatic_tension,0.802611593711,163.858715335,491.576146004,3.19309935935e-106,553.39130945,184.463769817,3,1.27891854898e-119,joint excluded-instrument relevance; not conditional strength
joint,lwti,27,410,nuclear_threat,0.55849129491,46.1124572497,138.337371749,8.62853887915e-30,157.541287871,52.5137626237,3,6.21888009218e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,28,409,military_conflict,0.381558738133,32.2986975027,96.896092508,7.22418240358e-21,109.930577134,36.6435257112,3,1.13573203168e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,28,409,diplomatic_tension,0.802191798909,162.558122848,487.674368543,2.23742884992e-105,549.023851482,183.007950494,3,1.1311233871e-118,joint excluded-instrument relevance; not conditional strength
joint,lwti,28,409,nuclear_threat,0.559497248565,46.1478738574,138.443621572,8.18520877766e-30,157.683142422,52.5610474741,3,5.79564615174e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,29,408,military_conflict,0.37850987899,31.8886136663,95.6658409989,1.32805376605e-20,108.60537457,36.2017915232,3,2.19004627611e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,29,408,diplomatic_tension,0.802292312971,162.235791911,486.707375733,3.62493156205e-105,548.019618172,182.673206057,3,1.86715496148e-118,joint excluded-instrument relevance; not conditional strength
joint,lwti,29,408,nuclear_threat,0.558886897589,46.312134861,138.936404583,6.40890670334e-30,158.257931484,52.7526438281,3,4.3558036472e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,30,407,military_conflict,0.378850521395,31.9430909557,95.8292728671,1.2248700569e-20,108.810540463,36.2701801544,3,1.97835656764e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,30,407,diplomatic_tension,0.802687792884,162.040156729,486.120470187,4.85829400544e-105,547.863630493,182.621210164,3,2.01832483529e-118,joint excluded-instrument relevance; not conditional strength
joint,lwti,30,407,nuclear_threat,0.559179674801,46.2255655501,138.67669665,7.29085158663e-30,158.011176913,52.6703923042,3,4.92397383358e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,31,406,military_conflict,0.378623647996,32.0579519617,96.1738558852,1.03282902087e-20,109.201914541,36.4006381804,3,1.62961301548e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,31,406,diplomatic_tension,0.802081373692,161.203853517,483.611560551,1.69889910258e-104,545.624042916,181.874680972,3,6.17198806391e-118,joint excluded-instrument relevance; not conditional strength
joint,lwti,31,406,nuclear_threat,0.560541209058,45.9630268136,137.889080441,1.07792277973e-29,157.170180748,52.3900602493,3,7.4781012316e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,32,405,military_conflict,0.377808330697,32.0601563475,96.1804690424,1.02945420864e-20,109.238954755,36.4129849182,3,1.59997660853e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,32,405,diplomatic_tension,0.802151967443,161.004964325,483.014892974,2.28804905616e-104,545.169487474,181.723162491,3,7.74373029244e-118,joint excluded-instrument relevance; not conditional strength
joint,lwti,32,405,nuclear_threat,0.560075997973,45.9190901553,137.757270466,1.15081390094e-29,157.038239364,52.346079788,3,7.98476167964e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,33,404,military_conflict,0.377513525898,32.0137245246,96.0411735738,1.10292580313e-20,109.121545894,36.3738486315,3,1.69581821141e-23,joint excluded-instrument relevance; not conditional strength
joint,lwti,33,404,diplomatic_tension,0.801629839675,160.376655625,481.129966876,5.86038673609e-104,543.535088511,181.178362837,3,1.75067628445e-117,joint excluded-instrument relevance; not conditional strength
joint,lwti,33,404,nuclear_threat,0.559695037024,45.9182268814,137.754680644,1.15229438985e-29,157.072512805,52.3575042685,3,7.84994058828e-34,joint excluded-instrument relevance; not conditional strength
joint,lwti,34,403,military_conflict,0.402370063355,33.5578503916,100.673551175,1.11343600341e-21,115.245136631,38.4150455436,3,8.15283189948e-25,joint excluded-instrument relevance; not conditional strength
joint,lwti,34,403,diplomatic_tension,0.801825077639,157.503899058,472.511697175,4.31967629807e-102,535.782914466,178.594304822,3,8.384191481e-116,joint excluded-instrument relevance; not conditional strength
joint,lwti,34,403,nuclear_threat,0.561337590308,45.3490305776,136.047091733,2.6896257065e-29,155.345061812,51.7816872705,3,1.85185248618e-33,joint excluded-instrument relevance; not conditional strength
joint,lwti,35,402,military_conflict,0.383948934602,28.9114462664,86.7343387993,1.10112483983e-18,99.8316216552,33.2772072184,3,1.68927221226e-21,joint excluded-instrument relevance; not conditional strength
joint,lwti,35,402,diplomatic_tension,0.801240593318,148.022529908,444.067589724,6.28908414151e-96,502.953564944,167.651188315,3,1.09291397725e-108,joint excluded-instrument relevance; not conditional strength
joint,lwti,35,402,nuclear_threat,0.561648511446,45.3939382112,136.181814634,2.51564281436e-29,155.560835879,51.8536119597,3,1.66360128998e-33,joint excluded-instrument relevance; not conditional strength
