model,outcome,event,horizon,n,augmented_price_lags,conventional_price_lags,augmented_beta,augmented_hc3_se,conventional_beta,conventional_hac6_se,comparison
single,lwti,nuclear_threat,44,393,3,2,0.0120781851202,0.0568311129347,0.013501551979,0.0390513385839,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,45,392,3,2,0.00908978662326,0.0555865039316,0.0103149400049,0.0409450336819,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,46,391,3,2,0.0165489074377,0.0536105869197,0.0181403973847,0.0391047718593,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,47,390,3,2,0.00784722210737,0.0521678040326,0.00969638067928,0.039617743895,Matched observations; distinct regressions and covariance estimators
single,lwti,nuclear_threat,48,389,3,2,0.00362429046817,0.0518542148811,0.00447354199109,0.0387254432514,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,0,432,3,2,0.0713456273969,0.0276472811174,0.0723816573766,0.0203931376822,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,0,432,3,2,0.0354198250985,0.0327969505264,0.0350796238693,0.0334253135865,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,0,432,3,2,0.0304570180382,0.0159642739163,0.0310346152669,0.0110233495309,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,1,432,3,2,0.0532733750702,0.0439688906372,0.0567752034106,0.0277719191896,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,1,432,3,2,0.00864217662063,0.0549535196251,0.0074922810298,0.0468590535864,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,1,432,3,2,0.0381118142352,0.0262066765173,0.040064119076,0.0184807606724,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,2,432,3,2,0.0176435107017,0.0564840639099,0.0250449429681,0.0355138558064,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,2,432,3,2,-0.0316305644107,0.0689185893585,-0.0340609731863,0.0480682867794,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,2,432,3,2,0.0349155627615,0.0276376257364,0.0390419363693,0.0185707239551,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,3,432,3,2,-0.00418722137985,0.052460754582,0.00319812856444,0.0338375675744,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,3,432,3,2,-0.033988715189,0.0752394415689,-0.0364138430115,0.0521940817601,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,3,432,3,2,0.0279867880478,0.0300340047934,0.0321041955978,0.020696402724,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,4,432,3,2,-0.00145035323139,0.0453615650544,0.00576266487341,0.0310484241437,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,4,432,3,2,0.0215776523904,0.0740512712924,0.0192091131848,0.0560295929792,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,4,432,3,2,0.0500072859611,0.0311649666275,0.0540286167615,0.0199431773079,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,5,432,3,2,0.0102142017613,0.042943333238,0.0174542793995,0.0320056641636,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,5,432,3,2,0.00654618435863,0.068653114788,0.00416875961236,0.0535913405814,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,5,432,3,2,0.0564969991526,0.0360822246048,0.0605334159176,0.025580875319,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,6,431,3,2,-0.0521025143005,0.0398597207359,-0.0443522683188,0.0266711157008,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,6,431,3,2,-0.0337572411868,0.0706284657002,-0.0362543591903,0.0530308591559,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,6,431,3,2,0.055999827313,0.0421736435209,0.0602422778392,0.0296783100016,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,7,430,3,2,-0.0416245230653,0.0388323161729,-0.0340043054404,0.0281363658398,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,7,430,3,2,-0.0417756428727,0.0848356758447,-0.044240152359,0.0588006381936,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,7,430,3,2,0.0356735272326,0.0460429604956,0.039847198431,0.0338724780434,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,8,429,3,2,-0.0540172503949,0.0471379494873,-0.0483884851765,0.0329751460651,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,8,429,3,2,-0.156280762704,0.0951858612376,-0.158353789929,0.0679396656727,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,8,429,3,2,0.0480807602546,0.0449240017865,0.0512044584831,0.0299306111612,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,9,428,3,2,-0.037204326383,0.0504356416477,-0.033051573237,0.0327484878744,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,9,428,3,2,-0.158295683699,0.0785353213197,-0.159902499345,0.057778898639,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,9,428,3,2,0.042902751142,0.0467094171765,0.045278980161,0.036523871057,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,10,427,3,2,-0.0202411014807,0.0503420720893,-0.0165434952208,0.0316408668024,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,10,427,3,2,-0.169357286077,0.0808153763626,-0.170818798071,0.0657521022965,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,10,427,3,2,0.0484205651176,0.0431107312051,0.0505849194027,0.0341481001437,Matched observations; distinct regressions and covariance estimators
joint,lwti,military_conflict,11,426,3,2,-0.000485649617212,0.0505869746904,0.00330346676161,0.0341431245352,Matched observations; distinct regressions and covariance estimators
joint,lwti,diplomatic_tension,11,426,3,2,-0.169823933642,0.0794206525661,-0.171377544427,0.066725763687,Matched observations; distinct regressions and covariance estimators
joint,lwti,nuclear_threat,11,426,3,2,0.0969988931502,0.0437975973872,0.0992299592441,0.0345125617056,Matched observations; distinct regressions and covariance estimators
